date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
08:56:59	322973/322973	---M--	200	added ('OK')	image/jpeg	etag:%225e67e28-4ed9d-6264c9a34587a%22	http://www.mahaecostay.com/img/room/grey-room/Grey%20Room%205.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/grey-room/Grey%20Room%205.jpg	(from http://www.mahaecostay.com/greyroom.php)
08:56:59	334640/334640	---M--	200	added ('OK')	image/jpeg	etag:%225e67e27-51b30-6264c9a37755f%22	http://www.mahaecostay.com/img/room/grey-room/Grey%20Room%204.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/grey-room/Grey%20Room%204.jpg	(from http://www.mahaecostay.com/greyroom.php)
08:57:27	352248/352248	---M--	200	added ('OK')	image/jpeg	etag:%225e67e35-55ff8-6264c9bf8237c%22	http://www.mahaecostay.com/img/room/pink-room/Pink%20Room%202.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/pink-room/Pink%20Room%202.jpg	(from http://www.mahaecostay.com/pinkroom.php)
08:57:55	348352/348352	---M--	200	added ('OK')	image/jpeg	etag:%225e67e37-550c0-6264c9c07ac24%22	http://www.mahaecostay.com/img/room/pink-room/Pink%20Room%204.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/pink-room/Pink%20Room%204.jpg	(from http://www.mahaecostay.com/pinkroom.php)
08:57:57	364691/364691	---M--	200	added ('OK')	image/jpeg	etag:%225e67e36-59093-6264c9be5bc6f%22	http://www.mahaecostay.com/img/room/pink-room/Pink%20Room%203.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/pink-room/Pink%20Room%203.jpg	(from http://www.mahaecostay.com/pinkroom.php)
08:57:57	359647/359647	---M--	200	added ('OK')	image/jpeg	etag:%225e67e38-57cdf-6264c9c21104c%22	http://www.mahaecostay.com/img/room/pink-room/Pink%20Room%205.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/pink-room/Pink%20Room%205.jpg	(from http://www.mahaecostay.com/pinkroom.php)
08:58:22	337681/337681	---M--	200	added ('OK')	image/jpeg	etag:%225e67e45-52711-6264c9cc757b8%22	http://www.mahaecostay.com/img/room/red-room/Red%20Room%201.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/red-room/Red%20Room%201.jpg	(from http://www.mahaecostay.com/redroom.php)
08:58:41	283122/283122	---M--	200	added ('OK')	image/jpeg	etag:%225e67e46-451f2-6264c9cef469e%22	http://www.mahaecostay.com/img/room/red-room/Red%20Room%202.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/red-room/Red%20Room%202.jpg	(from http://www.mahaecostay.com/redroom.php)
08:58:49	313258/313258	---M--	200	added ('OK')	image/jpeg	etag:%225e67e48-4c7aa-6264c9d699fad%22	http://www.mahaecostay.com/img/room/red-room/Red%20Room%204.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/red-room/Red%20Room%204.jpg	(from http://www.mahaecostay.com/redroom.php)
08:58:55	364585/364585	---M--	200	added ('OK')	image/jpeg	etag:%225e67e47-59029-6264c9d1c7d1d%22	http://www.mahaecostay.com/img/room/red-room/Red%20Room%203.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/red-room/Red%20Room%203.jpg	(from http://www.mahaecostay.com/redroom.php)
08:59:24	383799/383799	---M--	200	added ('OK')	image/jpeg	etag:%225e67e49-5db37-6264c9d4575a5%22	http://www.mahaecostay.com/img/room/red-room/Red%20Room%205.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/red-room/Red%20Room%205.jpg	(from http://www.mahaecostay.com/redroom.php)
08:59:29	289868/289868	---M--	200	added ('OK')	image/jpeg	etag:%225e67e4b-46c4c-6264c9ddec4ac%22	http://www.mahaecostay.com/img/room/yellow-room/Yellow%20Room%201.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/yellow-room/Yellow%20Room%201.jpg	(from http://www.mahaecostay.com/yellowroom.php)
08:59:41	321924/321924	---M--	200	added ('OK')	image/jpeg	etag:%225e67e4c-4e984-6264c9deda173%22	http://www.mahaecostay.com/img/room/yellow-room/Yellow%20Room%202.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/yellow-room/Yellow%20Room%202.jpg	(from http://www.mahaecostay.com/yellowroom.php)
08:59:48	324448/324448	---M--	200	added ('OK')	image/jpeg	etag:%225e67e4d-4f360-6264c9e0027c0%22	http://www.mahaecostay.com/img/room/yellow-room/Yellow%20Room%203.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/yellow-room/Yellow%20Room%203.jpg	(from http://www.mahaecostay.com/yellowroom.php)
09:00:17	296146/296146	---M--	200	added ('OK')	image/jpeg	etag:%225e67e4f-484d2-6264c9e8cc4b4%22	http://www.mahaecostay.com/img/room/yellow-room/Yellow%20Room%205.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/yellow-room/Yellow%20Room%205.jpg	(from http://www.mahaecostay.com/yellowroom.php)
09:00:22	362966/362966	---M--	200	added ('OK')	image/jpeg	etag:%225e67e4e-589d6-6264c9e166733%22	http://www.mahaecostay.com/img/room/yellow-room/Yellow%20Room%204.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/yellow-room/Yellow%20Room%204.jpg	(from http://www.mahaecostay.com/yellowroom.php)
12:00:44	349043/349043	---M--	200	added ('OK')	image/jpeg	etag:%225e67e1d-55373-6264c991b803b%22	http://www.mahaecostay.com/img/room/green-room/Green%20Room%202.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/green-room/Green%20Room%202.jpg	(from http://www.mahaecostay.com/greenroom.php)
12:00:44	407025/407025	---M--	200	added ('OK')	image/jpeg	etag:%225e67e1e-635f1-6264c994090bd%22	http://www.mahaecostay.com/img/room/green-room/Green%20Room%201.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/green-room/Green%20Room%201.jpg	(from http://www.mahaecostay.com/greenroom.php)
15:03:33	165742/165742	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225e45354-2876e-6264c881d6fd5%22	http://www.mahaecostay.com/fonts/fontawesome-webfont.eot?	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/fonts/fontawesome-webfontd41d.eot	(from http://www.mahaecostay.com/css/font-awesome.min.css)
15:03:46	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%225e4535a-12d68-6264c8879ec2e%22	http://www.mahaecostay.com/fonts/fontawesome-webfont.woff2?v=4.7.0	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/fonts/fontawesome-webfont3e6e.woff2	(from http://www.mahaecostay.com/css/font-awesome.min.css)
15:03:50	136527/136527	---M--	200	added ('OK')	image/svg+xml	etag:%225e45353-2154f-6264c87f42545%22	http://www.mahaecostay.com/fonts/Flaticon.svg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/fonts/Flaticon.svg	(from http://www.mahaecostay.com/css/flaticon.css)
15:03:58	374666/374666	---M--	200	added ('OK')	image/jpeg	etag:%225e67e2b-5b78a-6264c9ae63ca0%22	http://www.mahaecostay.com/img/room/orange-room/Orange%20Room%201.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/orange-room/Orange%20Room%201.jpg	(from http://www.mahaecostay.com/6_bedroom_cottage.php)
15:04:12	408295/408295	---M--	200	added ('OK')	image/jpeg	etag:%225e67e18-63ae7-6264c982aae53%22	http://www.mahaecostay.com/img/room/blue-room/Blue%20room%202.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/blue-room/Blue%20room%202.jpg	(from http://www.mahaecostay.com/blueroom.php)
15:04:39	299408/299408	---M--	200	added ('OK')	image/jpeg	etag:%225e67e2d-49190-6264c9aebb318%22	http://www.mahaecostay.com/img/room/orange-room/Orange%20Room%202.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/orange-room/Orange%20Room%202.jpg	(from http://www.mahaecostay.com/orangeroom.php)
15:04:48	310096/310096	---M--	200	added ('OK')	image/jpeg	etag:%225e67e2e-4bb50-6264c9b0c3b6b%22	http://www.mahaecostay.com/img/room/orange-room/Orange%20Room%203.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/orange-room/Orange%20Room%203.jpg	(from http://www.mahaecostay.com/orangeroom.php)
15:04:57	375053/375053	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%225e67e1f-5b90d-6264c99605d8f%22	http://www.mahaecostay.com/img/room/green-room/Green%20Room%203.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/green-room/Green%20Room%203.jpg	(from http://www.mahaecostay.com/greenroom.php)
15:05:01	303283/303283	---M--	200	added ('OK')	image/jpeg	etag:%225e67e2f-4a0b3-6264c9b14078f%22	http://www.mahaecostay.com/img/room/orange-room/Orange%20Room%204.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/orange-room/Orange%20Room%204.jpg	(from http://www.mahaecostay.com/orangeroom.php)
15:05:02	362575/362575	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%225e67e20-5884f-6264c9968f0ec%22	http://www.mahaecostay.com/img/room/green-room/Green%20Room%204.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/green-room/Green%20Room%204.jpg	(from http://www.mahaecostay.com/greenroom.php)
15:05:08	379746/379746	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%225e67e22-5cb62-6264c9987c7a4%22	http://www.mahaecostay.com/img/room/green-room/Green%20Room%205.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/green-room/Green%20Room%205.jpg	(from http://www.mahaecostay.com/greenroom.php)
15:05:19	341149/341149	UR-M--	200	added ('Partial%20Content')	image/jpeg	etag:%225e67e17-5349d-6264c980910a6%22	http://www.mahaecostay.com/img/room/blue-room/Blue%20Room%201_1.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/blue-room/Blue%20Room%201_1.jpg	(from http://www.mahaecostay.com/6_bedroom_cottage.php)
15:05:28	377174/377174	---M--	200	added ('OK')	image/jpeg	etag:%225e67e30-5c156-6264c9b335b48%22	http://www.mahaecostay.com/img/room/orange-room/Orange%20Room%205.jpg	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/room/orange-room/Orange%20Room%205.jpg	(from http://www.mahaecostay.com/orangeroom.php)
15:06:03	1846817/1846817	---M--	200	added ('OK')	image/png	etag:%225e45d58-1c2e21-6264c9379d4d6%22	http://www.mahaecostay.com/img/banner/banner-11.png	F:/Projects/Website%20downloads/pgwebsite/www.mahaecostay.com/img/banner/banner-11.png	(from http://www.mahaecostay.com/contact.php)
